,map_id,team1_id,team2_id,map_name,who_win,p1_total_kills,p1_headshots,p1_total_deaths,p1_kd_ratio,p1_damage_per_round,p1_grenade_damage_per_round,p1_maps_played,p1_rounds_played,p1_kills_per_round,p1_assists_per_round,p1_deaths_per_round,p1_saved_by_teammate_per_round,p1_saved_teammates_per_round,p1_rating,p1_kill_death,p1_kill_round,p1_rounds_with_kills,p1_kill_death_difference,p1_total_opening_kills,p1_total_opening_deaths,p1_opening_kill_ratio,p1_opening_kill_rating,p1_team_win_percent_after_first_kill,p1_first_kill_in_won_rounds,p2_total_kills,p2_headshots,p2_total_deaths,p2_kd_ratio,p2_damage_per_round,p2_grenade_damage_per_round,p2_maps_played,p2_rounds_played,p2_kills_per_round,p2_assists_per_round,p2_deaths_per_round,p2_saved_by_teammate_per_round,p2_saved_teammates_per_round,p2_rating,p2_kill_death,p2_kill_round,p2_rounds_with_kills,p2_kill_death_difference,p2_total_opening_kills,p2_total_opening_deaths,p2_opening_kill_ratio,p2_opening_kill_rating,p2_team_win_percent_after_first_kill,p2_first_kill_in_won_rounds,p3_total_kills,p3_headshots,p3_total_deaths,p3_kd_ratio,p3_damage_per_round,p3_grenade_damage_per_round,p3_maps_played,p3_rounds_played,p3_kills_per_round,p3_assists_per_round,p3_deaths_per_round,p3_saved_by_teammate_per_round,p3_saved_teammates_per_round,p3_rating,p3_kill_death,p3_kill_round,p3_rounds_with_kills,p3_kill_death_difference,p3_total_opening_kills,p3_total_opening_deaths,p3_opening_kill_ratio,p3_opening_kill_rating,p3_team_win_percent_after_first_kill,p3_first_kill_in_won_rounds,p4_total_kills,p4_headshots,p4_total_deaths,p4_kd_ratio,p4_damage_per_round,p4_grenade_damage_per_round,p4_maps_played,p4_rounds_played,p4_kills_per_round,p4_assists_per_round,p4_deaths_per_round,p4_saved_by_teammate_per_round,p4_saved_teammates_per_round,p4_rating,p4_kill_death,p4_kill_round,p4_rounds_with_kills,p4_kill_death_difference,p4_total_opening_kills,p4_total_opening_deaths,p4_opening_kill_ratio,p4_opening_kill_rating,p4_team_win_percent_after_first_kill,p4_first_kill_in_won_rounds,p5_total_kills,p5_headshots,p5_total_deaths,p5_kd_ratio,p5_damage_per_round,p5_grenade_damage_per_round,p5_maps_played,p5_rounds_played,p5_kills_per_round,p5_assists_per_round,p5_deaths_per_round,p5_saved_by_teammate_per_round,p5_saved_teammates_per_round,p5_rating,p5_kill_death,p5_kill_round,p5_rounds_with_kills,p5_kill_death_difference,p5_total_opening_kills,p5_total_opening_deaths,p5_opening_kill_ratio,p5_opening_kill_rating,p5_team_win_percent_after_first_kill
0,289,6665,7718,Ancient,0,132,-10.0,176,-0.20000000000000007,-0.6000000000000085,1.5,10,271,-0.12,0.07,0.010000000000000009,0.07999999999999999,-0.03,-0.040000000000000036,-0.20000000000000007,-0.12,102,-44,16,18,0.05999999999999994,-0.030000000000000027,15.700000000000003,-1.1999999999999993,130,-12.699999999999996,167,-0.14,-16.200000000000003,-1.0,10,271,-0.15000000000000002,0.010000000000000009,-0.05999999999999994,0.0,0.020000000000000004,-0.13000000000000012,-0.14,-0.15000000000000002,93,-37,11,24,-0.24,-0.29999999999999993,10.899999999999991,-11.3,255,4.299999999999997,173,0.3899999999999999,22.099999999999994,1.0,9,248,0.2799999999999999,-0.009999999999999981,-0.010000000000000009,0.05,-0.01999999999999999,0.37,0.3899999999999999,0.2799999999999999,152,82,61,51,0.56,0.48,6.3999999999999915,16.099999999999998,31,2.8000000000000007,21,0.040000000000000036,5.5,2.1,1,27,0.05999999999999994,0.03,0.029999999999999916,0.07,0.06,0.010000000000000009,0.040000000000000036,0.05999999999999994,26,10,-6,5,-1.5699999999999998,-0.2300000000000001,11.100000000000001,-4.800000000000001,217,-10.700000000000003,128,0.45999999999999996,15.800000000000011,3.0999999999999996,9,248,0.18999999999999995,-0.01999999999999999,-0.13,-0.1,0.07,0.30999999999999994,0.45999999999999996,0.18999999999999995,135,89,34,13,0.6199999999999999,0.11999999999999988,7.3999999999999915
1,715,4411,10577,Inferno,0,-345,-13.700000000000003,-317,-0.14,-3.1000000000000085,3.7,-20,-516,-0.06999999999999995,0.05000000000000002,0.020000000000000018,-0.010000000000000009,-0.009999999999999995,-0.06000000000000005,-0.07000000000000006,-0.029999999999999916,-111,-3,-27,-46,0.7200000000000001,0.030000000000000027,-7.0,-1.1999999999999993,-193,-4.5,-246,0.07999999999999996,5.999999999999993,-1.3999999999999995,-15,-393,0.06999999999999995,0.020000000000000004,0.020000000000000018,0.0,0.06,0.030000000000000027,0.12,0.07999999999999996,-29,50,-20,-38,0.21999999999999997,0.0,-4.200000000000003,-1.5,-309,-21.9,-221,-0.19000000000000006,-2.5999999999999943,6.1,-15,-393,-0.05999999999999994,0.04000000000000001,0.06999999999999995,-0.009999999999999995,0.0,-0.14000000000000012,-0.18000000000000005,-0.05999999999999994,-83,-64,9,28,-0.33999999999999997,0.09000000000000008,-11.5,5.600000000000001,-422,10.100000000000001,-278,-0.28,-7.5,-3.4000000000000004,-19,-493,-0.12,-0.03,0.040000000000000036,0.03,-0.04000000000000001,-0.13000000000000012,-0.24,-0.13,-149,-88,-15,5,-0.4500000000000002,0.1100000000000001,13.700000000000003,8.399999999999999,-190,14.8,-49,-0.43000000000000005,-3.5999999999999943,2.8,-7,-180,-0.13,0.05,0.10999999999999999,0.03,0.039999999999999994,-0.22999999999999998,-0.5099999999999999,-0.17000000000000004,-11,-113,-17,24,-1.6,-0.3799999999999999,-0.5
2,157,11251,9455,Nuke,1,293,13.0,182,0.30999999999999994,25.0,1.2999999999999998,9,259,0.22999999999999998,0.01999999999999999,0.030000000000000027,0.03,0.03,0.3500000000000001,0.21000000000000008,0.16000000000000003,92,45,60,19,0.97,0.5700000000000001,7.799999999999997,17.9,201,-4.199999999999999,145,0.10999999999999988,3.0,-1.0999999999999996,9,259,0.04999999999999993,-0.009999999999999995,-0.010000000000000009,-0.04,-0.03,0.050000000000000044,0.1299999999999999,0.04999999999999993,89,33,14,5,0.32000000000000006,0.020000000000000018,14.899999999999991,0.6999999999999993,99,12.699999999999996,168,-0.32000000000000006,-19.69999999999999,-0.40000000000000036,9,259,-0.20999999999999996,-0.04000000000000001,0.0,-0.009999999999999995,-0.04999999999999999,-0.26,-0.30000000000000004,-0.21999999999999997,48,-53,-2,9,-0.6000000000000001,-0.2400000000000001,-6.400000000000006,-9.5,221,22.200000000000003,191,0.09000000000000008,6.799999999999997,-2.6000000000000005,9,259,0.10999999999999999,-0.08,0.050000000000000044,0.009999999999999995,0.020000000000000004,0.09000000000000008,0.020000000000000018,0.06000000000000005,72,1,38,37,-0.73,0.15999999999999992,3.5999999999999943,6.500000000000002,67,3.0,47,0.05999999999999983,-5.799999999999997,1.3000000000000007,4,121,-0.039999999999999925,-0.03,-0.07000000000000006,0.0,0.010000000000000009,-0.07999999999999985,0.22999999999999998,0.08999999999999997,49,40,-21,-14,-0.39,-0.3600000000000001,28.699999999999996
3,524,4608,7532,Mirage,0,108,-24.5,-55,0.54,1.5,-4.1,1,33,0.16000000000000003,-0.05000000000000002,-0.15000000000000002,-0.010000000000000009,0.010000000000000009,0.27,0.54,0.16000000000000003,65,165,16,-24,1.09,0.16999999999999993,-6.700000000000003,-1.6999999999999993,34,-13.5,32,0.0,8.0,1.0999999999999996,1,33,0.020000000000000018,0.06,0.030000000000000027,-0.010000000000000009,-0.03,0.08000000000000007,-0.010000000000000009,0.020000000000000018,29,-2,39,11,0.53,0.30999999999999994,3.4000000000000057,7.799999999999999,-112,23.800000000000004,-64,-0.1499999999999999,-6.799999999999997,1.1,-2,-85,-0.10999999999999999,-0.009999999999999995,-0.030000000000000027,-0.009999999999999995,0.009999999999999995,-0.10999999999999988,-0.1399999999999999,-0.12,-137,-48,-60,-31,-0.71,-0.4600000000000001,-11.400000000000006,-15.900000000000002,-19,2.8999999999999986,-6,-0.039999999999999925,-11.899999999999991,-0.10000000000000009,3,81,-0.14,-0.009999999999999995,-0.1100000000000001,-0.009999999999999995,-0.04000000000000001,-0.039999999999999925,-0.039999999999999925,-0.14,25,-14,1,-13,0.42000000000000015,0.020000000000000018,23.799999999999997,-0.09999999999999964,233,17.39999999999999,154,0.2699999999999999,21.299999999999997,-1.6000000000000005,8,234,0.19999999999999996,0.020000000000000018,0.030000000000000027,-0.009999999999999995,0.0,0.25,0.2799999999999999,0.20999999999999996,152,79,59,36,0.5900000000000001,0.36,7.799999999999997
4,404,8637,6667,Overpass,1,33,5.799999999999997,59,-0.08999999999999997,-9.100000000000009,1.1999999999999997,4,115,-0.12,0.03,-0.05999999999999994,0.020000000000000004,0.0,-0.050000000000000044,-0.17999999999999994,-0.15999999999999992,-3,-33,-4,-10,0.1100000000000001,-0.039999999999999925,16.39999999999999,-0.29999999999999893,159,-19.0,165,-0.1499999999999999,-4.400000000000006,-0.1999999999999993,9,253,-0.04999999999999993,0.06999999999999999,0.040000000000000036,-0.010000000000000009,0.0,-0.15999999999999992,-0.08000000000000007,0.0,87,-5,8,19,-0.8400000000000001,-0.22000000000000008,-4.299999999999997,-5.699999999999999,87,-19.300000000000004,30,0.26,-11.5,-2.7,4,115,0.019999999999999907,-0.1,-0.14,0.01999999999999999,0.020000000000000004,0.06000000000000005,0.09000000000000008,-0.040000000000000036,23,15,-6,-25,0.73,-0.010000000000000009,-7.0,-6.6,-20,-14.300000000000004,-3,-0.09999999999999987,8.400000000000006,-1.3000000000000003,-2,-51,0.08000000000000007,0.03,0.13,0.0,-0.03,0.04999999999999982,-0.029999999999999805,0.09000000000000008,-28,-9,6,-5,0.64,0.32999999999999996,-18.10000000000001,5.700000000000001,150,22.999999999999996,169,-0.17999999999999994,4.099999999999994,2.0999999999999996,7,212,-0.030000000000000027,0.01999999999999999,0.07999999999999996,-0.05,0.0,-0.029999999999999805,-0.06999999999999984,0.010000000000000009,-44,-15,0,7,-0.8200000000000001,0.08000000000000007,0.0
5,474,4869,5752,Mirage,1,207,-5.200000000000003,294,-0.2400000000000001,-11.600000000000009,1.5999999999999996,17,450,-0.1499999999999999,0.04000000000000001,0.0,0.009999999999999995,-0.010000000000000002,-0.18000000000000005,-0.2400000000000001,-0.1499999999999999,164,-87,18,45,-0.30999999999999994,-0.21000000000000008,-3.0,-5.800000000000001,-74,-15.200000000000003,-55,-0.19000000000000006,12.699999999999996,-0.40000000000000036,-6,-157,0.08999999999999997,0.020000000000000004,0.22999999999999998,0.010000000000000009,-0.01999999999999999,-0.04999999999999993,-0.10000000000000009,0.16999999999999993,-89,-8,-13,-7,-1.02,-0.25,21.400000000000006,1.3000000000000007,240,-3.6000000000000014,294,-0.28,-8.799999999999997,1.0,14,380,-0.07000000000000006,-0.010000000000000009,0.09999999999999998,-0.010000000000000009,0.020000000000000004,-0.22999999999999998,-0.3899999999999999,-0.12,181,-63,41,67,-1.1099999999999999,-0.25,-7.299999999999997,-4.400000000000002,367,24.9,339,-0.28,13.0,2.8000000000000003,17,450,0.050000000000000044,0.06000000000000001,0.17000000000000004,0.04,0.009999999999999995,0.010000000000000009,-0.28,0.050000000000000044,241,28,67,44,-0.3799999999999999,0.1299999999999999,1.7000000000000028,6.5,340,-22.000000000000004,261,0.22999999999999987,-3.3999999999999915,-4.5,17,450,0.07999999999999996,-0.04999999999999999,-0.06999999999999995,-0.009999999999999995,0.030000000000000006,0.040000000000000036,0.22999999999999987,0.07999999999999996,238,79,40,3,0.7600000000000001,0.0,-2.3999999999999915
6,84,5005,11588,Overpass,0,288,17.300000000000004,317,-0.96,1.0999999999999943,1.2999999999999998,19,481,-0.08000000000000007,0.15,0.28,0.13,0.049999999999999996,-0.25,0.83,0.57,114,-31,23,38,0.61,0.86,47.8,7.9,312,2.1000000000000014,253,0.10999999999999988,19.300000000000004,0.0,16,407,0.12,0.039999999999999994,0.050000000000000044,0.11,0.10999999999999999,0.18999999999999995,1.04,0.71,101,6,15,22,0.68,0.84,60.0,8.3,56,8.399999999999999,128,-1.2799999999999998,-62.3,-3.6000000000000005,6,154,-0.6000000000000001,-0.04999999999999999,0.22000000000000008,0.16,-0.009999999999999995,-0.95,0.6,0.47,60,-58,16,25,0.64,0.88,75.0,13.6,223,-22.599999999999998,150,0.6799999999999999,9.800000000000004,3.1,12,287,0.21999999999999997,-0.06000000000000001,-0.20999999999999996,-0.08,0.030000000000000006,0.3899999999999999,0.93,0.58,42,-4,11,6,1.83,1.12,81.8,16.7,368,17.699999999999996,301,0.49,23.6,1.1,19,481,0.25,0.0,-0.07999999999999996,0.009999999999999995,0.08,0.19999999999999996,1.04,0.69,134,8,31,22,1.41,1.11,80.6
7,208,6667,5752,Inferno,1,61,3.200000000000003,168,-0.32000000000000006,-3.9000000000000057,3.8999999999999995,6,179,-0.10000000000000009,0.0,0.10999999999999999,0.039999999999999994,-0.009999999999999995,-0.16000000000000014,-0.32000000000000006,-0.10000000000000009,48,-107,29,47,-0.17000000000000004,0.020000000000000018,-1.6000000000000085,0.6999999999999993,80,1.8999999999999986,75,0.030000000000000027,11.899999999999991,2.0999999999999996,3,91,0.06000000000000005,0.06000000000000001,0.040000000000000036,0.03,-0.020000000000000004,0.09000000000000008,0.030000000000000027,0.06000000000000005,47,5,37,32,0.10000000000000009,0.25,-17.700000000000003,7.1,60,16.799999999999997,60,-0.020000000000000018,-6.700000000000003,-0.8000000000000007,4,126,-0.05999999999999994,-0.009999999999999981,-0.040000000000000036,0.03,0.03,-0.029999999999999805,0.020000000000000018,-0.029999999999999916,79,14,23,13,0.19000000000000006,0.06000000000000005,-10.799999999999997,-3.0000000000000018,57,16.799999999999997,69,-0.1499999999999999,-3.0,-3.2,3,99,-0.040000000000000036,0.010000000000000009,0.040000000000000036,-0.04000000000000001,0.0,-0.09000000000000008,-0.1499999999999999,-0.040000000000000036,44,-12,-4,3,-0.34999999999999987,-0.15999999999999992,10.400000000000006,-3.700000000000001,235,-17.1,32,0.7,14.600000000000001,-2.5,6,179,0.25,-0.05,-0.17999999999999994,0.0,0.03,0.39,0.7,0.25,148,203,-1,-37,1.19,-0.010000000000000009,-11.5
8,626,6665,11654,Ancient,0,-9,10.399999999999999,62,-0.30999999999999994,6.299999999999997,2.7,3,34,-0.07999999999999996,0.13999999999999999,0.10999999999999999,0.06,0.010000000000000009,-0.09000000000000008,-0.2600000000000001,-0.029999999999999916,103,-49,19,31,-0.55,-0.06999999999999995,-2.799999999999997,0.1999999999999993,-24,-10.399999999999999,45,-0.30999999999999994,-9.099999999999994,-1.9000000000000004,3,34,-0.13,0.020000000000000004,0.07000000000000006,0.0,-0.04000000000000001,-0.19999999999999996,-0.2799999999999999,-0.15000000000000002,98,-39,17,40,-1.1,-0.36,13.299999999999997,-3.799999999999999,39,9.299999999999997,3,0.15999999999999992,15.700000000000003,-0.10000000000000053,1,-24,0.17000000000000004,0.009999999999999981,0.04999999999999993,-0.020000000000000004,0.009999999999999995,0.1499999999999999,0.21999999999999997,0.21999999999999997,126,49,35,26,0.3400000000000001,0.18999999999999995,0.7000000000000028,5.0,-176,-25.200000000000003,-158,-0.08000000000000007,-13.999999999999993,0.5999999999999996,-7,-245,-0.05999999999999994,-0.039999999999999994,-0.010000000000000009,0.009999999999999995,0.01999999999999999,-0.13,-0.1200000000000001,-0.13,-6,-10,0,-5,0.5299999999999999,0.09999999999999998,-14.300000000000004,0.20000000000000018,-27,-20.200000000000003,-22,0.0,-5.400000000000006,0.7999999999999998,1,-24,-0.030000000000000027,0.0,-0.020000000000000018,0.0,0.06,-0.020000000000000018,0.10999999999999988,0.040000000000000036,102,37,26,8,0.8600000000000001,0.1299999999999999,-7.700000000000003
9,692,6665,4411,Nuke,0,105,7.300000000000004,65,0.16000000000000003,6.100000000000001,-0.8999999999999999,4,111,0.08999999999999997,0.009999999999999995,-0.020000000000000018,0.03,-0.01999999999999999,0.12,0.17000000000000004,0.08999999999999997,86,41,19,12,0.22000000000000008,0.08999999999999997,-8.399999999999999,2.0,20,-5.5,70,-0.14,3.3999999999999915,2.6999999999999997,2,60,-0.040000000000000036,0.06,0.05999999999999994,0.020000000000000004,0.0,0.0,-0.13,-0.030000000000000027,25,-45,26,24,0.030000000000000027,0.1200000000000001,13.399999999999991,8.999999999999998,61,17.0,26,0.10000000000000009,-4.0,-1.7000000000000002,1,34,0.08000000000000007,-0.010000000000000009,0.0,0.04000000000000001,0.06,0.020000000000000018,0.1200000000000001,0.08000000000000007,58,40,-23,-33,0.14,-0.17999999999999994,-10.400000000000006,-13.1,-94,-11.899999999999999,-89,0.030000000000000027,-20.5,-0.10000000000000009,-4,-106,-0.10999999999999999,-0.05,-0.10999999999999999,-0.019999999999999997,-0.03,-0.10000000000000009,0.030000000000000027,-0.10999999999999999,-63,-5,-21,-21,0.22999999999999998,-0.15000000000000013,2.299999999999997,-6.300000000000001,40,0.6999999999999957,11,0.08999999999999986,12.5,3.4000000000000004,1,34,0.039999999999999925,0.06000000000000001,-0.030000000000000027,-0.020000000000000004,0.0,0.10999999999999988,0.1299999999999999,0.05999999999999994,44,40,23,20,0.16000000000000003,0.14,4.0
